Column1,Brand,Product Code,Product Specification,Price,Inward Date,Dispatch Date,Quantity Sold,Customer Name,Customer Location,Region,Core Specification,Processor Specification,RAM,ROM,SSD
Mobile Phone,Huawei,D1E5BC5D,Large music inside direction see local.,185661,18-05-2024,08-06-2024,9,Courtney Sexton,Mariachester,Central,N/A,MediaTek Dimensity,16GB,512GB,N/A
Mobile Phone,Acer,DE5F2EF7,Close fact apply indicate threat to sit agency.,163849,09-12-2023,15-12-2023,8,Scott Porter,Kathrynmouth,East,N/A,Apple A-Series,8GB,512GB,N/A
Laptop,Samsung,26D843BF,Likely cover response enjoy lay some among reveal.,60410,28-08-2024,09-09-2024,1,Nicholas Johnson,Mezafort,Central,i9,i9,6GB,1TB,2TB
Mobile Phone,Redmi,C99A61B9,Not result notice whatever admit own task idea approach spring gun.,5916,04-01-2025,26-02-2025,2,Charles Lewis,West Michael,East,N/A,MediaTek Helio,8GB,128GB,N/A
Mobile Phone,Samsung,B9B04D53,Important particularly behind catch law energy culture late maintain example practice meeting.,105977,26-12-2024,24-02-2025,1,Elizabeth Gordon,Brownberg,South,N/A,MediaTek Helio,32GB,256GB,N/A
Laptop,Motorola,00B3979E,Specific stock require outside suggest kid story too future price minute bar note.,28302,19-03-2025,21-04-2025,9,Richard Schultz,Thompsonport,North,i7,i7,8GB,64GB,256GB
Mobile Phone,iQOO,6664DF37,Save later maybe choose head agency boy.,175898,18-01-2025,24-02-2025,8,Nicole Brown,Williamhaven,East,N/A,Apple A-Series,8GB,256GB,N/A
Mobile Phone,Asus,2D46B077,Surface player country far skill western image Republican response leader wait body.,127688,25-12-2023,04-02-2024,7,Leslie Houston,Huntborough,West,N/A,Snapdragon 8 Gen,8GB,256GB,N/A
Laptop,Oppo,78F57EEB,Growth exactly according political after stage.,159762,26-02-2025,13-04-2025,6,Chad Young,West Douglasshire,South,Ryzen 9,Ryzen 9,32GB,128GB,256GB
Mobile Phone,Google,7D2C8756,Live house range hotel newspaper health radio sport enjoy.,64983,01-02-2024,15-03-2024,1,Michael White,East Jerry,West,N/A,Snapdragon 7s,16GB,1TB,N/A
Mobile Phone,Lenovo,6108F498,Represent similar partner finally clearly work suffer too down network score response.,196109,21-07-2023,24-08-2023,3,Austin Carter,Elizabethfort,South,N/A,MediaTek Helio,4GB,128GB,N/A
Laptop,Huawei,BA295F29,Upon energy admit vote include relationship along yeah general lead tree push.,129655,11-08-2024,19-09-2024,3,Joseph Munoz,Kennethmouth,East,i9,i9,32GB,128GB,256GB
Mobile Phone,Redmi,107107EB,Mrs anything trip beautiful north fill condition keep figure doctor how this season.,91191,02-06-2024,04-07-2024,1,Karen Rhodes,Port Kathryn,West,N/A,Samsung Exynos,4GB,64GB,N/A
Laptop,OnePlus,E0AF321E,Including information several those line answer.,80248,22-03-2024,20-05-2024,4,Michael Murphy,West Steven,South,i3,i3,4GB,512GB,1TB
Mobile Phone,Lenovo,810F2E95,Recognize chance worker north without easy could financial how.,122889,27-12-2023,17-02-2024,6,Dana Rodriguez,Wallmouth,South,N/A,MediaTek Dimensity,8GB,64GB,N/A
Mobile Phone,Asus,EB19D259,Consider who theory across early industry history with section way.,25994,14-01-2024,07-03-2024,1,Richard Sims,Port Jenniferbury,West,N/A,Snapdragon 7s,12GB,64GB,N/A
Laptop,Redmi,33014E0A,Up Congress management wife whose including trade.,115753,01-05-2024,19-05-2024,3,Jill Wilson,Port Michaelville,West,i3,i3,6GB,128GB,1TB
Laptop,Lenovo,63D2D2F7,Glass agent several most land task rock position teacher window office impact.,69675,27-09-2023,21-10-2023,8,Kyle Taylor,Kimland,East,i5,i5,32GB,64GB,2TB
Laptop,Toshiba,FFD1E4A2,Soon everybody media usually theory serve star time.,26070,18-02-2025,03-04-2025,2,Glen Taylor,East Annhaven,Central,i7,i7,32GB,1TB,2TB
Laptop,Asus,5A6343E9,Husband field region full current charge specific strong would feel relationship environment.,145360,30-05-2023,07-06-2023,9,Kristen Galvan,Lake Katherine,North,Ryzen 5,Ryzen 5,4GB,128GB,1TB
Mobile Phone,Samsung,EBFF522B,Music east wrong wide development seem.,170547,04-03-2024,12-03-2024,4,Rita Tanner,South Alice,South,N/A,MediaTek Helio,4GB,256GB,N/A
Laptop,Huawei,01F9F0FA,Bill wall first single probably summer.,44097,09-07-2023,30-07-2023,3,Cindy Barber,Harrisberg,East,Ryzen 7,Ryzen 7,16GB,64GB,1TB
Laptop,OnePlus,1A18017A,Situation service throw try piece because growth fact less century include.,185130,12-12-2023,27-01-2024,6,Jeffrey Mays,South Cynthiaborough,Central,i7,i7,8GB,512GB,256GB
Mobile Phone,Huawei,536633EA,Call feeling them hundred enter course might sign southern already us leg.,148410,25-02-2025,25-04-2025,9,Erin Sanchez,Brooksmouth,South,N/A,MediaTek Helio,8GB,64GB,N/A
Mobile Phone,Redmi,DA4D905F,Wonder else campaign actually want authority.,163263,06-12-2023,22-12-2023,2,Martin Martinez,West Maria,West,N/A,Samsung Exynos,6GB,128GB,N/A
Mobile Phone,Asus,1F285752,Some treatment magazine without they smile agreement save hope ever public imagine knowledge.,53126,24-03-2023,28-04-2023,9,Angela Riley,Patriciaville,West,N/A,Snapdragon 7 Gen,32GB,256GB,N/A
Mobile Phone,HP,40CCE017,Real officer computer stay television property final turn decade meet without country.,149632,19-12-2023,26-12-2023,4,Randy Paul,Keithtown,East,N/A,Samsung Exynos,8GB,64GB,N/A
Mobile Phone,iQOO,CA5A54A3,Lawyer carry heart officer effect want situation cultural identify.,120197,19-02-2025,09-04-2025,1,Timothy Lopez,South Brady,East,N/A,Apple A-Series,32GB,512GB,N/A
Mobile Phone,Redmi,62F42144,Leave peace building ok until better feel amount such talk small establish hour.,62490,08-03-2024,28-04-2024,1,Bradley Smith,Cameronmouth,West,N/A,MediaTek Dimensity,8GB,1TB,N/A
Laptop,HP,3.88E+68,Here apply Mrs seem type bit investment simply wrong resource cell.,156822,14-09-2024,04-11-2024,4,Ryan Jones,East Amberstad,North,Ryzen 7,Ryzen 7,4GB,512GB,256GB
Laptop,Asus,1D0148F1,Them other pay total they true course throw later.,112876,24-08-2023,21-10-2023,1,Timothy Mccoy,Willieland,Central,i3,i3,8GB,64GB,1TB
Laptop,Nokia,6194ACDC,Seek into speak never mother improve hot build rock front offer.,190591,03-07-2024,11-07-2024,1,Caitlin Clark,East George,South,i9,i9,16GB,512GB,512GB
Mobile Phone,Dell,8402FFD4,Couple there current medical sea lay tree develop senior.,90267,01-12-2024,17-01-2025,1,Marcus Curry,Lake William,South,N/A,Samsung Exynos,12GB,256GB,N/A
Laptop,HP,22654F7F,Maintain future behavior expect special drop stock machine weight prove blue deal use.,20358,17-07-2023,28-08-2023,7,Lisa Macdonald,North Kennethland,North,i5,i5,6GB,128GB,512GB
Mobile Phone,Samsung,D6A50266,Drop their doctor economy detail day.,62659,26-03-2023,21-04-2023,1,Jeffrey Meyers,Matthewborough,West,N/A,Samsung Exynos,8GB,512GB,N/A
Mobile Phone,Sony,78D840D3,Crime even from water do each idea field.,127358,01-09-2024,15-09-2024,2,Julie Hess,West Zacharyville,Central,N/A,Snapdragon 7s,32GB,1TB,N/A
Laptop,Vivo,F8EA3A1D,Page describe join issue color hundred marriage either side.,144335,28-02-2024,11-03-2024,4,Andrea Salazar,Lake Robert,West,i9,i9,8GB,512GB,1TB
Mobile Phone,Google,D62786C9,Direction let necessary feel mother lay month listen.,119579,17-06-2023,05-07-2023,1,Lisa Mcdonald,Bruceberg,South,N/A,Snapdragon 7s,16GB,512GB,N/A
Mobile Phone,HP,4353A49E,Several front pull mouth nothing religious cut land.,155526,26-03-2023,25-04-2023,5,Mark Olson,East Maryborough,East,N/A,Samsung Exynos,4GB,64GB,N/A
Laptop,Toshiba,D51D9210,Probably by enough almost tax for study suffer sea rate watch evening.,74605,09-08-2024,02-09-2024,2,William Thomas,South Janiceberg,West,Ryzen 3,Ryzen 3,4GB,256GB,512GB
Mobile Phone,Lenovo,5B43EB77,Scene national now media only question with unit.,155852,02-07-2024,28-08-2024,3,Leslie Burns,Longberg,West,N/A,Samsung Exynos,8GB,1TB,N/A
Mobile Phone,OnePlus,4E4F3217,Step threat end life action home body this cover body wall.,37263,17-04-2024,24-05-2024,2,Margaret Mcdonald,Riversborough,West,N/A,Snapdragon 7s,32GB,1TB,N/A
Mobile Phone,Vivo,A34C7D67,Goal money pretty they area husband.,31850,12-05-2023,21-05-2023,6,John Thomas,Mitchellmouth,West,N/A,MediaTek Dimensity,8GB,64GB,N/A
Laptop,Microsoft,F7F879C1,Effect more camera summer bank play matter difference offer center sense reason heavy.,199187,18-12-2023,25-01-2024,6,David Hodge,Leslieburgh,East,i7,i7,8GB,512GB,512GB
Laptop,Toshiba,87F16277,Once her goal executive wear meet.,137164,20-04-2024,09-05-2024,2,Patrick Trujillo,North Timothy,West,i3,i3,6GB,128GB,512GB
Laptop,Sony,948AF566,Season all send statement way will.,79501,13-04-2024,28-04-2024,8,Donna Young,Port Amy,North,i9,i9,12GB,128GB,1TB
Mobile Phone,Microsoft,E64EDA32,Magazine five modern financial moment policy bank number opportunity prepare.,180437,05-11-2023,28-11-2023,1,Doris Kim,Pruittville,Central,N/A,Snapdragon 7s,6GB,1TB,N/A
Laptop,Google,08508F10,Idea keep suffer score figure customer large sense cup research project then east.,48937,02-01-2024,18-01-2024,5,Stephanie Arias,Wallacemouth,West,Ryzen 3,Ryzen 3,8GB,128GB,512GB
Mobile Phone,Redmi,1AA82711,Race positive discover guy risk sit might people put.,151780,05-01-2025,25-01-2025,6,Wanda Warren,Port Brianna,East,N/A,MediaTek Dimensity,12GB,1TB,N/A
Mobile Phone,Oppo,F5EA6155,Condition lay side capital main into whole professor available war out just.,79888,07-04-2023,30-05-2023,4,April Hernandez,East Chadville,South,N/A,Apple A-Series,16GB,64GB,N/A
Mobile Phone,Asus,921B05C1,Food report boy film film prove yard news general stage pass wife throughout.,49198,16-11-2024,24-11-2024,3,Katherine Jackson,Theresaland,East,N/A,MediaTek Dimensity,12GB,512GB,N/A
Laptop,Sony,FC4BFADA,Government within talk take trip fly.,137684,17-08-2023,26-09-2023,2,Caitlin Serrano,Davidshire,East,Ryzen 9,Ryzen 9,16GB,128GB,1TB
Laptop,Huawei,A227C1B1,Agree doctor in hair news town interview even wife natural medical nation.,9644,24-02-2024,02-03-2024,4,Vanessa Delgado,Harmonport,East,Ryzen 3,Ryzen 3,32GB,128GB,2TB
Mobile Phone,Microsoft,1FD16FF4,Continue middle plan today wear at development some series.,155323,28-02-2025,27-04-2025,5,Edward Johnson,Smithton,Central,N/A,Samsung Exynos,4GB,256GB,N/A
Mobile Phone,Acer,EA0801B0,Religious skill order movie simple form social.,105670,13-04-2023,02-06-2023,6,James Page,Leeshire,West,N/A,Samsung Exynos,8GB,1TB,N/A
Laptop,Realme,6C79FEB6,Minute despite interesting meeting surface personal ahead capital fill.,128995,07-08-2023,25-08-2023,8,Kyle Hall,New William,South,i9,i9,12GB,512GB,512GB
Mobile Phone,HP,1F32C49C,Identify eight wall space southern win hair present rock way arrive.,169233,28-03-2024,09-05-2024,3,Beverly Harris,Port Anthonystad,North,N/A,MediaTek Dimensity,12GB,1TB,N/A
Laptop,Microsoft,E24AD10F,Deal news this grow old figure.,97992,31-12-2023,05-02-2024,8,Phillip Diaz,East James,North,Ryzen 9,Ryzen 9,8GB,128GB,256GB
Laptop,iQOO,3834896E,More fall popular crime pattern speech authority note who understand station always clearly.,156895,17-09-2024,16-10-2024,1,Benjamin Allen,West Anthonyton,South,Ryzen 7,Ryzen 7,16GB,1TB,256GB
Laptop,Oppo,EB280B0D,Pull follow word behind occur successful say keep store piece.,163527,05-02-2024,19-03-2024,4,Sherri Wilson,Calhounmouth,Central,i7,i7,4GB,128GB,512GB
Laptop,Redmi,5B3D41ED,Director interview quite her tonight home.,114201,02-02-2025,07-03-2025,3,Dr. Julian Atkins MD,Thomasbury,Central,Ryzen 5,Ryzen 5,6GB,256GB,256GB
Mobile Phone,Apple,6FC1AB63,Reality change southern than business base now science language you generation candidate political.,189211,20-01-2025,13-03-2025,10,Amanda Davis,Tylerbury,South,N/A,MediaTek Helio,12GB,128GB,N/A
Laptop,Asus,05AE560F,Special old relate purpose city behind.,138875,07-10-2024,06-12-2024,3,Tony Mercado,East Cynthialand,East,i9,i9,6GB,1TB,256GB
Laptop,Huawei,EAAC212A,Sign yard prove whom world bar air miss sell economy.,127688,12-02-2025,12-03-2025,6,Keith Estrada Jr.,New Ericton,Central,Ryzen 7,Ryzen 7,16GB,64GB,1TB
Mobile Phone,Sony,E4986EF7,Notice whatever wind view yes life student.,40425,06-06-2023,28-07-2023,9,Lori Goodman,Port Edward,East,N/A,MediaTek Helio,6GB,256GB,N/A
Laptop,Lenovo,89FB3EAC,Trade call outside sea debate tonight wait institution TV well shoulder authority score.,71611,15-10-2023,08-12-2023,3,Elizabeth Kirk,West Randy,East,Ryzen 7,Ryzen 7,16GB,128GB,1TB
Mobile Phone,HP,31A14A7E,Notice enough series east like development second.,77859,24-10-2024,26-11-2024,4,Thomas Munoz,Tarafort,Central,N/A,MediaTek Helio,32GB,1TB,N/A
Mobile Phone,iQOO,E8899D46,Decade minute entire newspaper tax human pattern prevent by table few production.,35090,26-01-2025,06-03-2025,10,Stephanie Williams,Port Jasonchester,Central,N/A,Samsung Exynos,8GB,256GB,N/A
Laptop,Acer,E4896436,Task character woman mind movement avoid decision occur.,79195,08-02-2025,13-02-2025,5,Helen Lee,Stefanieberg,South,i7,i7,32GB,512GB,2TB
Laptop,OnePlus,B0C55FF7,Trouble street ahead Democrat speech be adult material brother be.,33102,23-04-2024,18-06-2024,9,Lisa Brown,Nicholasport,East,Ryzen 7,Ryzen 7,16GB,256GB,2TB
Mobile Phone,HP,A0A7AC0B,Final industry letter step dog fly have month mention tend look although particularly.,57117,15-08-2023,01-10-2023,6,Jodi Mitchell,Romerofurt,Central,N/A,Snapdragon 7 Gen,12GB,256GB,N/A
Laptop,Asus,63015DCF,School two box evidence fire when whose officer cut price.,144802,30-09-2024,07-10-2024,7,Angela Graham,Mitchellmouth,West,i3,i3,16GB,64GB,1TB
Mobile Phone,Lenovo,900A4C7A,Exist three court wear stop society food travel what.,140541,22-11-2023,25-11-2023,8,Brian Whitehead,West Charles,North,N/A,MediaTek Helio,8GB,256GB,N/A
Mobile Phone,OnePlus,51876C8E,Him game none suddenly card letter kid role outside when another truth authority.,110170,17-03-2024,28-04-2024,1,Rebecca Hart,West Staceyborough,West,N/A,MediaTek Helio,6GB,256GB,N/A
Laptop,Asus,ECE6B666,Interview operation expect group officer sense wide air shake check hold answer.,119783,02-06-2023,03-06-2023,2,Misty Guzman,Nicolefurt,North,Ryzen 3,Ryzen 3,8GB,1TB,512GB
Laptop,Redmi,B41DC64B,Police talk ever hard real discuss.,144641,04-05-2024,19-06-2024,4,Melissa Jackson,Sarashire,South,i3,i3,8GB,512GB,256GB
Mobile Phone,Apple,DB00A7AE,Assume term result certainly easy father line important job.,103531,10-04-2023,17-04-2023,8,Heather Cross,Castroland,North,N/A,MediaTek Helio,32GB,1TB,N/A
Laptop,Microsoft,9ED3DF81,Effort personal door within everybody too spend policy fight hour those line few.,100367,29-06-2023,04-07-2023,5,Katherine Wilson,Lake Mackenziefort,West,i3,i3,6GB,256GB,256GB
Laptop,Nokia,D9F4FD7A,Top enough throughout city report particular important them foreign.,99162,26-10-2023,07-11-2023,5,Timothy Lewis,North Charles,North,i7,i7,4GB,1TB,512GB
Laptop,Google,20600653,Much red generation event guess head perform lawyer during.,58743,29-06-2023,12-08-2023,3,Tommy Rollins,West Jasmine,Central,i3,i3,6GB,512GB,256GB
Laptop,Dell,CCF1ABD3,Carry indicate we campaign state beat me partner black woman site.,84530,27-09-2024,06-10-2024,5,Richard Obrien,Olsonland,North,Ryzen 9,Ryzen 9,6GB,1TB,256GB
Mobile Phone,Realme,E9B362B7,Standard resource real great specific third eye.,124142,09-01-2024,17-02-2024,4,Jennifer Williams,South Joshua,South,N/A,Samsung Exynos,6GB,256GB,N/A
Mobile Phone,Google,C6FF22CA,Opportunity defense father billion ago control contain doctor senior at.,170469,11-09-2024,20-10-2024,8,Madison Lopez,Jeremyborough,North,N/A,Snapdragon 8 Gen,16GB,512GB,N/A
Laptop,Toshiba,951ACE32,Group movement others sound past west area.,39839,16-03-2025,23-04-2025,5,Megan Brown,Tinamouth,North,i5,i5,16GB,256GB,512GB
Mobile Phone,Apple,2527148A,Technology position president shoulder remain something record practice apply.,82921,01-01-2025,13-02-2025,6,Jordan Cox,Heathermouth,South,N/A,Apple A-Series,16GB,64GB,N/A
Laptop,Huawei,172AE3FC,Off mind natural hand increase whom western war so run room.,137300,13-05-2023,12-07-2023,6,Cynthia Miller,Marthaborough,West,i5,i5,16GB,256GB,256GB
Mobile Phone,Vivo,2D575CE6,Wish similar fill scientist standard anyone travel where.,44599,29-03-2024,21-04-2024,9,Manuel Clark,Sosaland,East,N/A,MediaTek Dimensity,4GB,128GB,N/A
Laptop,Sony,2A8340A1,Million size school television whom sound necessary than section end third could feel.,16359,03-04-2024,01-05-2024,3,John Jones,Williammouth,Central,Ryzen 7,Ryzen 7,8GB,256GB,1TB
Mobile Phone,Microsoft,1DE40F88,Building beyond after view analysis citizen hair policy.,82716,31-05-2024,23-06-2024,6,Brandon Mullins,Davieston,West,N/A,MediaTek Helio,12GB,256GB,N/A
Mobile Phone,Google,8A2FA4AC,Ground friend never party trial TV year first contain positive federal.,83730,08-05-2023,14-05-2023,6,Thomas Johnson,Port Richard,Central,N/A,Apple A-Series,12GB,1TB,N/A
Mobile Phone,Apple,DD1C8472,Exist individual us group quickly window.,185486,08-05-2023,24-05-2023,10,Ashley Wilson,Port Andrewshire,West,N/A,Snapdragon 7s,8GB,512GB,N/A
Laptop,Redmi,6DC71063,Start respond she red fine ask song morning market case investment as.,13795,20-12-2024,04-02-2025,1,Donald Willis,Rebeccachester,West,i9,i9,32GB,1TB,1TB
Mobile Phone,Huawei,9A77718D,Big bad personal quality cell collection camera discuss test very parent power.,35891,12-01-2025,17-02-2025,6,Maria Randall,Hallton,Central,N/A,Samsung Exynos,4GB,256GB,N/A
Laptop,Acer,668D15F3,Speech season feeling watch artist politics fish nice factor suggest.,87309,18-07-2024,30-08-2024,10,Amanda Thomas,Lake Anita,North,Ryzen 9,Ryzen 9,8GB,128GB,256GB
Mobile Phone,Google,D2298F29,Difference their personal recently shake step collection draw already.,150789,14-05-2024,15-05-2024,10,Brian Jackson,Herreraview,Central,N/A,MediaTek Dimensity,32GB,64GB,N/A
Laptop,Lenovo,5660EA9D,Street see everyone job artist other question beautiful who.,57805,19-09-2023,21-09-2023,7,Susan Roberts,Lake Nancy,Central,Ryzen 3,Ryzen 3,16GB,128GB,1TB
Mobile Phone,Nokia,565ECE8E,Vote true full see you smile view instead easy stage could deep success.,192449,23-11-2024,22-12-2024,7,Brian Moore,Tonyafurt,East,N/A,MediaTek Helio,4GB,512GB,N/A
Mobile Phone,Oppo,B83E07F3,Trade key protect here role far picture personal.,93361,12-08-2024,10-10-2024,6,Richard Allen,Manningside,North,N/A,Snapdragon 7 Gen,8GB,64GB,N/A
Mobile Phone,Huawei,DB860560,Away report behind east threat spend sport whose morning high air current tree.,52031,25-03-2024,09-04-2024,5,Rebecca Martinez,Lake Ronnieside,East,N/A,Samsung Exynos,32GB,128GB,N/A
Mobile Phone,Nokia,3508900A,Research special this majority probably word class social according popular worry within rock.,172252,18-01-2025,25-01-2025,1,Eric Kim,Elliotthaven,East,N/A,Snapdragon 8 Gen,8GB,256GB,N/A
Laptop,Google,0180C991,Head job Mrs also condition task against impact develop.,183570,15-04-2023,12-06-2023,3,Brian Williams,Krystalchester,East,i7,i7,32GB,256GB,512GB
Mobile Phone,Nokia,6D01777F,Beat he step on decade hope heavy long.,8820,16-09-2024,13-10-2024,9,Paul Campbell,Summerport,North,N/A,Snapdragon 7 Gen,32GB,1TB,N/A
Mobile Phone,Acer,C5D2D85B,Politics social watch federal star turn eat hard citizen.,78949,22-04-2023,18-05-2023,10,Sydney Baker MD,Port Michaelberg,West,N/A,Snapdragon 7 Gen,32GB,512GB,N/A
Mobile Phone,Sony,DCD756AF,Represent resource individual always line which interesting rock season manager trouble.,25673,25-04-2023,08-06-2023,2,Anne Todd,Martinport,North,N/A,MediaTek Dimensity,32GB,64GB,N/A
Laptop,Huawei,A2CCC24B,Part goal whom dream likely south international by girl opportunity.,73569,08-10-2024,14-10-2024,6,Jacob Dunn,North Jamesmouth,Central,i9,i9,16GB,256GB,256GB
Laptop,iQOO,36A4C656,Pass law capital southern team sister fire talk group organization trip American step.,39343,13-09-2024,12-10-2024,8,Jason Andrews,Adrienneberg,Central,i3,i3,32GB,256GB,512GB
Mobile Phone,Redmi,AC4F96DF,Role pretty popular never success according very cut fact pressure often.,172250,05-07-2023,26-07-2023,10,Lynn Roach,North Mark,South,N/A,Samsung Exynos,4GB,1TB,N/A
Laptop,Realme,DC1C4CD2,Four determine benefit cell social first both film military TV third fight.,173752,09-03-2024,26-04-2024,6,Justin Anderson Jr.,Belindaside,West,Ryzen 3,Ryzen 3,12GB,256GB,1TB
Mobile Phone,Google,CE8EEFC8,Recognize particular up turn garden after data raise as site task war to.,157826,01-11-2023,12-12-2023,3,Deborah Howell,Emilyside,Central,N/A,MediaTek Dimensity,12GB,1TB,N/A
Laptop,Microsoft,F0CD0C96,Resource open ahead level call read late author line true billion.,152651,26-09-2023,04-11-2023,1,Rebecca Francis,South Deannaport,North,i5,i5,16GB,64GB,2TB
Laptop,Apple,DE64CD44,Better leave individual he themselves within.,116960,20-04-2023,13-05-2023,10,Mark Cook,Chandlerview,West,Ryzen 3,Ryzen 3,16GB,256GB,512GB
Laptop,Sony,5F5FF38D,Service read important Congress rise discover find reason enough together unit however.,104706,14-11-2023,09-01-2024,2,Melissa Mckay,East Trevor,North,i5,i5,6GB,512GB,512GB
Laptop,Redmi,06C88C0A,Your door support born program leg.,178343,18-11-2023,27-12-2023,9,Karen Johnson,North Courtneyborough,Central,i5,i5,32GB,1TB,1TB
Mobile Phone,Asus,B3CC2BE1,Painting on long read carry truth.,36324,26-07-2024,19-09-2024,7,Ana Mendez,New Michaelville,Central,N/A,Apple A-Series,4GB,256GB,N/A
Laptop,Samsung,FB10E119,Item official focus think recent keep responsibility model whom firm rate.,161557,08-10-2023,23-10-2023,7,Alyssa Henry,East Trevor,East,i3,i3,32GB,256GB,2TB
Laptop,Microsoft,1F6B436F,Story tonight time as evening own interest claim various art marriage real or.,93315,04-06-2023,12-07-2023,3,Melissa Hunter,Lake David,West,Ryzen 3,Ryzen 3,4GB,128GB,2TB
Laptop,Apple,20F922C2,Family court toward record feeling attention like either nation source meet environmental most.,187034,27-04-2024,22-05-2024,2,Cheryl Price,West Michaelside,Central,Ryzen 7,Ryzen 7,32GB,64GB,512GB
Laptop,Toshiba,2E5E4255,Maintain without begin resource music page drop you high word second well.,160231,11-10-2023,25-10-2023,7,Derek Harmon,Matthewbury,Central,Ryzen 7,Ryzen 7,6GB,64GB,2TB
Mobile Phone,Oppo,ED85A381,Officer artist group voice realize general.,44527,30-05-2024,09-07-2024,7,Stephanie Rose,Lake Kristen,South,N/A,MediaTek Helio,16GB,64GB,N/A
Mobile Phone,Motorola,3F96F064,Attorney popular color hope consumer learn plan poor from benefit create.,108955,20-03-2025,08-04-2025,4,Denise Davila,Nicoleview,East,N/A,Snapdragon 8 Gen,12GB,64GB,N/A
Laptop,Google,8FCBF896,Class for close hot stop quickly trial surface believe.,95231,02-05-2024,19-06-2024,6,Michele Mejia,West Nicholas,North,Ryzen 9,Ryzen 9,12GB,1TB,512GB
Mobile Phone,Microsoft,7243916C,Simple order what meeting blue commercial home blue product here design opportunity each.,178338,07-07-2023,09-07-2023,1,Joseph Kaiser,Timothychester,West,N/A,Apple A-Series,6GB,512GB,N/A
Mobile Phone,Toshiba,9ECC47AD,Whether be reduce maintain tough century make.,22637,22-02-2024,14-04-2024,10,Laurie Smith,New Kevin,South,N/A,MediaTek Helio,16GB,512GB,N/A
Laptop,HP,95E1CD2E,Fill system special whom seem bar body turn result step hear.,126620,19-12-2024,05-01-2025,2,Daniel Carey,South Stanley,West,i5,i5,16GB,256GB,2TB
Laptop,iQOO,328EDB5D,Source technology inside line long true else maybe.,159402,26-09-2023,16-11-2023,2,Timothy Long,Abigailshire,North,Ryzen 7,Ryzen 7,6GB,1TB,2TB
Mobile Phone,iQOO,71C24241,Front section walk rest size it near gas education major body.,26127,22-03-2023,09-05-2023,4,Robert Carter,Port Paul,West,N/A,MediaTek Helio,16GB,128GB,N/A
Mobile Phone,Acer,66C0E62C,Mind first front field enter still voice address edge.,41228,19-04-2023,24-05-2023,1,Jean Johnson,North Jefferyton,North,N/A,Snapdragon 7 Gen,8GB,128GB,N/A
Laptop,Sony,E08C4920,Traditional woman hold family mouth south city once teacher evidence as to oil artist.,28565,13-12-2024,10-01-2025,7,Daryl Jones,Port Michaelside,North,Ryzen 5,Ryzen 5,32GB,128GB,1TB
Laptop,Samsung,C7D113F3,Teach age offer black quickly reason our soldier accept past gas.,171648,30-10-2024,22-11-2024,10,Jenna Marshall,Adamsport,West,Ryzen 7,Ryzen 7,12GB,512GB,1TB
Mobile Phone,Toshiba,4F5A13D9,Seek four thus third garden hospital.,171264,12-05-2024,18-06-2024,3,William Taylor,New Heather,East,N/A,MediaTek Helio,32GB,128GB,N/A
Mobile Phone,Lenovo,F1634965,Road condition rate now unit upon give big run.,178528,05-10-2024,28-10-2024,4,Elizabeth Shelton,Mcgeeville,South,N/A,Snapdragon 7s,32GB,256GB,N/A
Mobile Phone,Microsoft,F9375D35,Store dinner center miss age data forget opportunity author.,43300,17-12-2023,11-02-2024,4,Mrs. Amanda Tyler,North John,South,N/A,Apple A-Series,4GB,256GB,N/A
Laptop,Apple,D044E2A8,Heavy claim four floor manage often program yeah short certainly animal several.,199344,07-06-2024,05-08-2024,4,Lindsay Smith,East Sean,East,Ryzen 3,Ryzen 3,4GB,64GB,256GB
Laptop,Asus,86ADC9A7,End our two police ready name while address finish.,175509,05-04-2024,23-04-2024,2,Veronica Harris,Powersstad,North,Ryzen 3,Ryzen 3,8GB,256GB,512GB
Laptop,iQOO,1271C12F,Cell address option cost surface road visit short.,142156,24-01-2025,31-01-2025,10,Cathy Snyder,West Johnhaven,West,Ryzen 3,Ryzen 3,4GB,64GB,2TB
Laptop,Toshiba,EC55AD0B,Down on find husband program bed industry manage occur total environment probably.,90935,14-03-2025,19-03-2025,3,Bruce Stevenson,West Richard,East,i5,i5,6GB,128GB,2TB
Laptop,Redmi,4DD501C1,State speech low left campaign result art enter why new which large large.,162518,31-01-2025,19-02-2025,5,Nicholas Medina MD,Lake Amanda,West,i3,i3,12GB,512GB,1TB
Mobile Phone,Apple,493149DD,Back yourself test do actually her happy staff see.,106969,07-11-2024,11-12-2024,2,Marcus Howard,Hayneschester,East,N/A,Snapdragon 7 Gen,32GB,64GB,N/A
Mobile Phone,Vivo,C2451959,Foot point student better however continue quality share community science two.,156434,08-04-2024,23-05-2024,1,Monique Stokes,New Mike,East,N/A,Apple A-Series,32GB,128GB,N/A
Mobile Phone,Vivo,E691A326,Resource task wear eye response property vote nice minute board.,123880,26-05-2023,03-06-2023,3,Cassie Petersen,Brettport,West,N/A,Samsung Exynos,32GB,1TB,N/A
Laptop,Nokia,A124EF86,Condition memory push night hundred easy stage heart view.,125192,19-06-2023,08-07-2023,5,Deanna Caldwell,North Leonardshire,North,Ryzen 5,Ryzen 5,6GB,1TB,1TB
Laptop,Apple,EFEF5AE3,Day recent feeling power outside rate two military risk action glass your.,162300,01-12-2024,06-12-2024,5,Jennifer Green,Lake Teresa,South,Ryzen 5,Ryzen 5,32GB,256GB,1TB
